url,page_name
https://www.telus.com/en/qc/business/small/deals-and-offers?qa_variations=W3sibWJveCI6InNtYi1ocC1vZmZlcnMtY2Fyb3VzZWwiLCJwcmV2aWV3VG9rZW4iOiJ1WVVnNzd6ek9PTVBnR2tOYzNGN2x3IiwiYWN0aXZpdHlJbmRleCI6MSwiZXhwZXJpZW5jZUluZGV4IjoyLCJhdWRpZW5jZUlkIjoiMCwxMDY2OTU0NiJ9LHsibWJveCI6InNtYi1vZmZlcnMtYWxsLW9mZmVycyIsInByZXZpZXdUb2tlbiI6InVZVWc3N3p6T09NUGdHa05jM0Y3bHciLCJhY3Rpdml0eUluZGV4IjoxLCJleHBlcmllbmNlSW5kZXgiOjIsImF1ZGllbmNlSWQiOiIwLDEwNjY5NTQ2In1d,Offers cart abandonment - QC
https://www.telus.com/en/sk/business/small/deals-and-offers?qa_variations=W3sibWJveCI6InNtYi1ocC1vZmZlcnMtY2Fyb3VzZWwiLCJwcmV2aWV3VG9rZW4iOiJ1WVVnNzd6ek9PTVBnR2tOYzNGN2x3IiwiYWN0aXZpdHlJbmRleCI6MSwiZXhwZXJpZW5jZUluZGV4IjoyLCJhdWRpZW5jZUlkIjoiMCwxMDY2OTU0NiJ9LHsibWJveCI6InNtYi1vZmZlcnMtYWxsLW9mZmVycyIsInByZXZpZXdUb2tlbiI6InVZVWc3N3p6T09NUGdHa05jM0Y3bHciLCJhY3Rpdml0eUluZGV4IjoxLCJleHBlcmllbmNlSW5kZXgiOjIsImF1ZGllbmNlSWQiOiIwLDEwNjY5NTQ2In1d,Offers cart abandonment - SK
https://www.telus.com/en/yt/business/small/deals-and-offers?qa_variations=W3sibWJveCI6InNtYi1ocC1vZmZlcnMtY2Fyb3VzZWwiLCJwcmV2aWV3VG9rZW4iOiJ1WVVnNzd6ek9PTVBnR2tOYzNGN2x3IiwiYWN0aXZpdHlJbmRleCI6MSwiZXhwZXJpZW5jZUluZGV4IjoyLCJhdWRpZW5jZUlkIjoiMCwxMDY2OTU0NiJ9LHsibWJveCI6InNtYi1vZmZlcnMtYWxsLW9mZmVycyIsInByZXZpZXdUb2tlbiI6InVZVWc3N3p6T09NUGdHa05jM0Y3bHciLCJhY3Rpdml0eUluZGV4IjoxLCJleHBlcmllbmNlSW5kZXgiOjIsImF1ZGllbmNlSWQiOiIwLDEwNjY5NTQ2In1d,Offers cart abandonment - YT
https://www.telus.com/en/ab/business/small/mobility/cell-phone-plans,Cell phone plans page - AB
https://www.telus.com/en/bc/business/small/mobility/cell-phone-plans,Cell phone plans page - BC
https://www.telus.com/en/mb/business/small/mobility/cell-phone-plans,Cell phone plans page - MB
https://www.telus.com/en/nb/business/small/mobility/cell-phone-plans,Cell phone plans page - NB
https://www.telus.com/en/nl/business/small/mobility/cell-phone-plans,Cell phone plans page - NL
https://www.telus.com/en/ns/business/small/mobility/cell-phone-plans,Cell phone plans page - NS
https://www.telus.com/en/nt/business/small/mobility/cell-phone-plans,Cell phone plans page - NT
https://www.telus.com/en/nu/business/small/mobility/cell-phone-plans,Cell phone plans page - NU
https://www.telus.com/en/on/business/small/mobility/cell-phone-plans,Cell phone plans page - ON
https://www.telus.com/en/pe/business/small/mobility/cell-phone-plans,Cell phone plans page - PE
https://www.telus.com/en/qc/business/small/mobility/cell-phone-plans,Cell phone plans page - QC
https://www.telus.com/en/sk/business/small/mobility/cell-phone-plans,Cell phone plans page - SK
https://www.telus.com/en/yt/business/small/mobility/cell-phone-plans,Cell phone plans page - YT
https://www.telus.com/en/ab/business/small/mobility,Mobility explore page - AB
https://www.telus.com/en/bc/business/small/mobility,Mobility explore page - BC
https://www.telus.com/en/mb/business/small/mobility,Mobility explore page - MB
https://www.telus.com/en/nb/business/small/mobility,Mobility explore page - NB
https://www.telus.com/en/nl/business/small/mobility,Mobility explore page - NL
https://www.telus.com/en/ns/business/small/mobility,Mobility explore page - NS
https://www.telus.com/en/nt/business/small/mobility,Mobility explore page - NT
https://www.telus.com/en/nu/business/small/mobility,Mobility explore page - NU
https://www.telus.com/en/on/business/small/mobility,Mobility explore page - ON
https://www.telus.com/en/pe/business/small/mobility,Mobility explore page - PE
https://www.telus.com/en/qc/business/small/mobility,Mobility explore page - QC
https://www.telus.com/en/sk/business/small/mobility,Mobility explore page - SK
https://www.telus.com/en/yt/business/small/mobility,Mobility explore page - YT
https://www.telus.com/en/ab/business/small/internet,SMB Internet Landing Page - AB
https://www.telus.com/en/bc/business/small/internet,SMB Internet Landing Page - BC
https://www.telus.com/en/mb/business/small/internet,SMB Internet Landing Page - MB
https://www.telus.com/en/nb/business/small/internet,SMB Internet Landing Page - NB
https://www.telus.com/en/nl/business/small/internet,SMB Internet Landing Page - NL
https://www.telus.com/en/ns/business/small/internet,SMB Internet Landing Page - NS
https://www.telus.com/en/nt/business/small/internet,SMB Internet Landing Page - NT
https://www.telus.com/en/nu/business/small/internet,SMB Internet Landing Page - NU
https://www.telus.com/en/on/business/small/internet,SMB Internet Landing Page - ON
https://www.telus.com/en/pe/business/small/internet,SMB Internet Landing Page - PE
https://www.telus.com/en/qc/business/small/internet,SMB Internet Landing Page - QC
https://www.telus.com/en/sk/business/small/internet,SMB Internet Landing Page - SK
https://www.telus.com/en/yt/business/small/internet,SMB Internet Landing Page - YT
https://www.telus.com/en/ab/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - AB
https://www.telus.com/en/bc/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - BC
https://www.telus.com/en/mb/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - MB
https://www.telus.com/en/nb/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - NB
https://www.telus.com/en/nl/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - NL
https://www.telus.com/en/ns/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - NS
https://www.telus.com/en/nt/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - NT
https://www.telus.com/en/nu/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - NU
https://www.telus.com/en/on/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - ON
https://www.telus.com/en/pe/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - PE
https://www.telus.com/en/qc/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - QC
https://www.telus.com/en/sk/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - SK
https://www.telus.com/en/yt/business/small/mobility/devices/category/phones,SMB Smartphone Catalog - YT
https://www.telus.com/en/ab/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - AB
https://www.telus.com/en/bc/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - BC
https://www.telus.com/en/mb/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - MB
https://www.telus.com/en/nb/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - NB
https://www.telus.com/en/nl/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - NL
https://www.telus.com/en/ns/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - NS
https://www.telus.com/en/nt/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - NT
https://www.telus.com/en/nu/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - NU
https://www.telus.com/en/on/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - ON
https://www.telus.com/en/pe/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - PE
https://www.telus.com/en/qc/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - QC
https://www.telus.com/en/sk/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - SK
https://www.telus.com/en/yt/business/small/smartphones/samsung-galaxy-s26-ultra,Galaxy S26 Ultra - YT
https://www.telus.com/en/ab/business/small/smartphones/samsung-galaxy-s26-plus,Galaxy S26+ - AB
https://www.telus.com/en/bc/business/small/smartphones/samsung-galaxy-s26-plus,Galaxy S26+ - BC
